basename	artwork_path	staged_pdf_recipe_or_pdf	bought	classes_present
CNX_Chem_14_03_corresp	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_corresp.pdf	pdf	0	persistent-gstate
CNX_Chem_14_03_strong	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_strong.pdf	pdf	0	persistent-gstate
CNX_Chem_14_04_hydronium	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_04_hydronium.pdf	pdf	0	persistent-gstate
CNX_Chem_14_05_acetic_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_05_acetic_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_AlOH4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_AlOH4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer18a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer18a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer18b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer18b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer18c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer18c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer18d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer18d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer18e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer18e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer24a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer24a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer24b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer24b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer24c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer24c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_Answer24d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_Answer24d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_BF3-LA_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_BF3-LA_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_CuCN2-_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_CuCN2-_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_NH3-LBase_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_NH3-LBase_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_02_NonmetalOx_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_02_NonmetalOx_img.pdf	pdf	0	persistent-gstate
CNX_Chem_15_03_AgBr_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_15/Source_File/CNX_Chem_15_03_AgBr_img.pdf	pdf	0	persistent-gstate
CNX_Chem_16_01_carbon	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_01_carbon.pdf	pdf	0	persistent-gstate
CNX_Chem_16_02_Gas	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_02_Gas.pdf	pdf	0	persistent-gstate
CNX_Chem_16_02_Microstates	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_02_Microstates.pdf	pdf	0	persistent-gstate
CNX_Chem_16_03_Energy	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_03_Energy.pdf	pdf	0	persistent-gstate
CNX_Chem_16_03_Entropies	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_03_Entropies.pdf	pdf	0	persistent-gstate
CNX_Chem_16_04_Scenarios	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_16/Source_File/CNX_Chem_16_04_Scenarios.pdf	pdf	0	persistent-gstate
CNX_Chem_17_04_Relation	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_17/Source_File/CNX_Chem_17_04_Relation.pdf	pdf	0	persistent-gstate
CNX_Chem_17_05_Lead	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_17/Source_File/CNX_Chem_17_05_Lead.pdf	pdf	0	persistent-gstate
CNX_Chem_17_05_LiIon	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_17/Source_File/CNX_Chem_17_05_LiIon.pdf	pdf	0	persistent-gstate
CNX_Chem_18_02_Boricacid_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_02_Boricacid_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_02_HallHerCell	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_02_HallHerCell.pdf	pdf	0	persistent-gstate
CNX_Chem_18_03_BorateAnio	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_03_BorateAnio.pdf	pdf	0	persistent-gstate
CNX_Chem_18_03_Structures	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_03_Structures.pdf	pdf	0	persistent-gstate
CNX_Chem_18_04_Carbonform	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_04_CarbonForm.pdf	pdf	0	persistent-gstate
CNX_Chem_18_04_Phosphorus	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_04_Phosphorus.pdf	pdf	0	persistent-gstate
CNX_Chem_18_04_Sulfrchain	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_04_Sulfrchain.pdf	pdf	0	persistent-gstate
CNX_Chem_18_05_Electrolys	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_05_electrolys.pdf	pdf	0	persistent-gstate
CNX_Chem_18_06_Cave	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_06_Cave.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise1a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise1a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise1b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise1b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise1c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise1c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise1d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise1d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise1e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise1e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise5a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise5a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise5b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise5b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_Exercise5c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_Exercise5c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_07_N2O5	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_07_N2O5.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise1a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_08_Exercise1a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise1b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_08_Exercise1b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise1c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_08_Exercise1c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise1d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_08_Exercise1d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise1e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_08_Exercise1e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise8a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_chem_18_08_Exercise8a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise8b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_chem_18_08_Exercise8b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise8c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_chem_18_08_Exercise8c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_08_Exercise8d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_chem_18_08_Exercise8d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_09_ChloritIon	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_09_ChloritIon.pdf	pdf	0	persistent-gstate
CNX_Chem_18_09_ClO3Ion	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_09_ClO3Ion.pdf	pdf	0	persistent-gstate
CNX_Chem_18_11_Exercise4a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_11_Exercise4a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_11_Exercise4b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_11_Exercise4b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_11_Exercise4c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_11_Exercise4c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_11_Exercise4d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_11_Exercise4d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_18_11_Exercise4e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_18/Source_File/CNX_Chem_18_11_Exercise4e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_01_PeriodicEConfig	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_01_PeriodicEConfig.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_4geom	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_4geom.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Answer4f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Answer4f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_BalEnt	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_BalEnt.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_BondType	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_BondType.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_CN	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_CN.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_ChlorBlue	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_ChlorBlue.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Coen2Cl2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Coen2Cl2.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_DMSA	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_DMSA.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_EDTA	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_EDTA.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_Gly	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_Gly.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_H2O2Br2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_H2O2Br2.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_cistrans	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_cistrans.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_en	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_en.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_enant	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_enant.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_ex10ans_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_ex10ans_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_heme	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_heme.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_oct	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_oct.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_structures	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_structures.pdf	pdf	0	persistent-gstate
CNX_Chem_19_02_transplatin	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_02_transplatin.pdf	pdf	0	persistent-gstate
CNX_Chem_19_03_CFSE	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_03_CFSE.pdf	pdf	0	persistent-gstate
CNX_Chem_19_03_FECN6FEH2O_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_03_FECN6FEH2O_img.pdf	pdf	0	persistent-gstate
CNX_Chem_19_03_Lightper	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_03_lightper.pdf	pdf	0	persistent-gstate
CNX_Chem_19_03_Lowhigh	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_19/Source_File/CNX_Chem_19_03_lowhigh.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_AromatIso1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_AromatIso1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_AromatIso2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_AromatIso2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_AromatIso3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_AromatIso3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_GeomHybr1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_GeomHybr1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HalAlkane2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HalAlkane2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HalAlkane3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HalAlkane3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HalAlkane_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HalAlkane_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HaloReact2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HaloReact2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HaloReact_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HaloReact_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_HybrBAngl_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_HybrBAngl_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct1	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct1.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct5_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct5_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_LineStruct7_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_LineStruct7_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ReactProd1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ReactProd1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_acetylene_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_acetylene_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alkanes	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alkanes.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alkenes_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alkenes_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alklnm_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alklnm_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alkyl_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alkyl_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alkyls	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alkyls.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_alkyne_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_alkyne_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_aromatic_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_aromatic_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_benzene	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_benzene.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_butaneIsom_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_butaneIsom_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_butane_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_butane_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ethylChlor_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ethylChlor_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_11_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_11_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_11_e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_11_e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_11_f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_11_f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_12_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_12_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_12_e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_12_e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_14_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_14_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_16_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_16_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_18a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_18a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_18b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_18b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_1a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_1a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_1b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_1b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_1c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_1c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_20_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_20_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_21_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_21_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_ex1_23_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_ex1_23_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_geoIsomers_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_geoIsomers_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_halogen_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_halogen_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_hexane_f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_hexane_f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_monomer	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_monomer.pdf	pdf	0	persistent-gstate
CNX_Chem_20_01_notiso1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_20/Source_File/CNX_Chem_20_01_notiso1_img.pdf	pdf	0	persistent-gstate
