basename	artwork_path	staged_pdf_recipe_or_pdf	bought	classes_present
CNX_Chem_07_03_ClS_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_ClS_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise25_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise25_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3e_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3e_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Exercise3f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Exercise3f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_IF5XeF4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_IF5XeF4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Lewisstruct1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Lewisstruct1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_MXLewisa_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_MXLewisa_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_MXLewisb_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_MXLewisb_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_MXLewisc_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_MXLewisc_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_MXLewisd_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_MXLewisd_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_NaCa_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_NaCa_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question18_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question18_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question1a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question1a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question1b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question1b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question1d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question1d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question1g_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question1g_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question5_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question5_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question7d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question7d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question7f_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question7f_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question7g_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question7g_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question7h_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question7h_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question9a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question9a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Question9c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Question9c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_SiH4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_SiH4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Singlebond_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Singlebond_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_Unprelec_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_Unprelec_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_XeF6_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_XeF6_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_dative_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_dative_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_ex070301_1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_ex070301_1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_ex070301_2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_ex070301_2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_ex070301_3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_ex070301_3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_ex070301_4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_ex070301_4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_formate2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_formate2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_nitrosoni2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_nitrosoni2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_03_nitrosoni3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_03_nitrosoni3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ex070402_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ex070402_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Exercis12a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Exercis12a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Exercis12b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Exercis12b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Exercis12c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Exercis12c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Exercis12d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Exercis12d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_HNO2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_HNO2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ques11ans_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ques11ans_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ques13ansb_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ques13ansb_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ques13ansc_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ques13ansc_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ques2ansb_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ques2ansb_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Ques2ansc_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Ques2ansc_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_04_Thiocyan_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_04_Thiocyan_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_05_CH3OHLew_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_05_CH3OHLew_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_05_CH4bond_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_05_CH4bond_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_05_Ethanol_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_05_Ethanol_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_BeF2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_BeF2.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_CS3a_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_CS3a_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_CS3b_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_CS3b_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_CS3c_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_CS3c_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_Egeom	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_Egeom.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_NH3	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_NH3.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_OSC_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_OSC_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_Ques23ans_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_Ques23ans_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_SH2NH3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_SH2NH3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_07_06_molgeom	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_07/Source_File/CNX_Chem_07_06_molgeom.pdf	pdf	0	persistent-gstate
CNX_Chem_08_00_N2O2Lewis_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_00_N2O2Lewis_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_C4H6_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_C4H6_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_Exover_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_Exover_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_N2LewStru_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_N2LewStru_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_O2bonds_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_O2bonds_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_bondtype_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_bondtype_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_overlap	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_overlap.pdf	pdf	0	persistent-gstate
CNX_Chem_08_01_sigma	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_01_sigma.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_BH3	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_BH3.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_CO2Diag	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_CO2Diag.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_H2Otet	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_H2Otet.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_HybrdOrbit	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_HybrdOrbit.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SF4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SF4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SF6	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SF6.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SulfManuf1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SulfManuf1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SulfManuf2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SulfManuf2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SulfManuf3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SulfManuf3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_SulfManuf4_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_SulfManuf4_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_acetic_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_acetic_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_enyne_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_enyne_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_ethane	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_ethane.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_hybrid_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_hybrid_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_methionine_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_methionine_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_phosnitro_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_phosnitro_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_phsphorus1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_phsphorus1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_phsphorus2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_phsphorus2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sp2Conv	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sp2Conv.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sp2Ex	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sp2Ex.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sp3Geom	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sp3Geom.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sp3d	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sp3d.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sp3d_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sp3d_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_spGeom	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_spGeom.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_sulfate_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_sulfate_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_urea_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_urea_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_02_xefluoride_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_02_xefluoride_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_Acetonitri_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_Acetonitri_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_C2H2	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_C2H2.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_C2H4orbit	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_C2H4orbit.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_C4H4Lewis_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_C4H4Lewis_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_C6H6	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_C6H6.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_HybridAll_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_HybridAll_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_HybridCarb_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_HybridCarb_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_HybridSulf_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_HybridSulf_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_SO2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_SO2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_sp3config	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_sp3config.pdf	pdf	0	persistent-gstate
CNX_Chem_08_03_spC	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_03_spC.pdf	pdf	0	persistent-gstate
CNX_Chem_08_04_AOtype_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_04_AOtype_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_04_Gouy	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_04_Gouy.pdf	pdf	0	persistent-gstate
CNX_Chem_08_04_O2_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_04_O2_img.pdf	pdf	0	persistent-gstate
CNX_Chem_08_04_waveadd	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_08/Source_File/CNX_Chem_08_04_waveadd.pdf	pdf	0	persistent-gstate
CNX_Chem_09_01_Atmosphere	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_09/Source_File/CNX_Chem_09_01_Atmosphere.pdf	pdf	0	persistent-gstate
CNX_Chem_11_01_Icepack	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_01_Icepack.pdf	pdf	0	persistent-gstate
CNX_Chem_11_01_solusolv	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_01_solusolv.pdf	pdf	0	persistent-gstate
CNX_Chem_11_02_Fe(NO3)3_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_02_Fe(NO3)3_img.pdf	pdf	0	persistent-gstate
CNX_Chem_11_02_H3O_CL_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_02_H3O+CL-_img.pdf	pdf	0	persistent-gstate
CNX_Chem_11_02_ammonia1_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_02_ammonia1_img.pdf	pdf	0	persistent-gstate
CNX_Chem_11_02_waterions	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_02_waterions.pdf	pdf	0	persistent-gstate
CNX_Chem_11_03_LakeNyos	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_03_LakeNyos.pdf	pdf	0	persistent-gstate
CNX_Chem_11_03_O2dissolv	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_03_O2dissolv.pdf	pdf	0	persistent-gstate
CNX_Chem_11_03_gasdissolv	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_03_gasdissolv.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_Ex02Steps_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_Ex02Steps_img.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_LabDistill	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_LabDistill.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_bloodcell	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_bloodcell.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_ionpair	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_ionpair.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_phasediag	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_phasediag.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_refinery	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_refinery.pdf	pdf	0	persistent-gstate
CNX_Chem_11_04_waterpur	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_04_waterpur.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_Colloid	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_Colloid.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_FredCottre	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_FredCottre.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_detrg	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_detrg.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_emulsoil	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_emulsoil.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_oilspill	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_oilspill.pdf	pdf	0	persistent-gstate
CNX_Chem_11_05_soap	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_11/Source_File/CNX_Chem_11_05_soap.pdf	pdf	0	persistent-gstate
CNX_Chem_13_00_Blood	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_13/Source_File/CNX_Chem_13_00_Blood.pdf	pdf	0	persistent-gstate
CNX_Chem_13_05_Butane_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_13/Source_File/CNX_Chem_13_05_Butane_img.pdf	pdf	0	persistent-gstate
CNX_Chem_14_01_Water_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_01_Water_img.pdf	pdf	0	persistent-gstate
CNX_Chem_14_01_conjugate_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_01_conjugate_img.pdf	pdf	0	persistent-gstate
CNX_Chem_14_02_phscale	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_02_phscale.pdf	pdf	0	persistent-gstate
CNX_Chem_14_03_AcidpH	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_AcidpH.pdf	pdf	0	persistent-gstate
CNX_Chem_14_03_FishLemon	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_FishLemon.pdf	pdf	1	persistent-gstate
CNX_Chem_14_03_OHbonds_img	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_OHbonds_img.pdf	pdf	0	persistent-gstate
CNX_Chem_14_03_Oxyacid	/home/siggi/dev/repos/Myndir/chemistry-2e/base/Ch_14/Source_File/CNX_Chem_14_03_Oxyacid.pdf	pdf	0	persistent-gstate
